id,question,sparql_gold,assigned_error_type,sparql_wrong,error_types,raw_json
q22,Which state of the United States of America has the highest density?,PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT ?uri WHERE { ?uri dbp:densityrank ?density } ORDER BY ASC(?density) LIMIT 1,semantic,PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT ?uri WHERE { ?uri dbp:populationDensity ?density } ORDER BY ASC(?density) LIMIT 1,['semantic'],"{
  ""id"": ""q22"",
  ""question"": ""Which state of the United States of America has the highest density?"",
  ""sparql_wrong"": ""PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT ?uri WHERE { ?uri dbp:populationDensity ?density } ORDER BY ASC(?density) LIMIT 1"",
  ""sparql_gold"": ""PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT ?uri WHERE {{ ?uri dbp:densityrank ?density }} ORDER BY ASC(?density) LIMIT 1"",
  ""error_types"": [""semantic""]
}"
q23,Which spaceflights were launched from Baikonur?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/launchPad> res:Baikonur_Cosmodrome },semantic,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:launchPad res:Baikonur_Cosmodrome },['semantic'],"{
  ""id"": ""q23"",
  ""question"": ""Which spaceflights were launched from Baikonur?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:launchPad res:Baikonur_Cosmodrome }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ ?uri <http://dbpedia.org/property/launchPad> res:Baikonur_Cosmodrome }}"",
  ""error_types"": [""semantic""]
}"
q24,Give me a list of all trumpet players that were bandleaders.,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:occupation res:Bandleader ; dbo:instrument res:Trumpet },semantic,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:occupation res:Bandleader ; dbo:instrument res:Saxophone },['semantic'],"{
  ""id"": ""q24"",
  ""question"": ""Give me a list of all trumpet players that were bandleaders."",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri dbo:occupation res:Bandleader ; dbo:instrument res:Saxophone }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ ?uri dbo:occupation res:Bandleader ; dbo:instrument res:Trumpet }}"",
  ""error_types"": [""semantic""]
}"
q25,Which U.S. states are in the same timezone as Utah?,PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX res: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { res:Utah dbp:timezone ?x . ?uri rdf:type yago:WikicatStatesOfTheUnitedStates ; dbp:timezone ?x FILTER ( ?uri != res:Utah ) },semantic,PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX res: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { res:Utah dbp:timezone ?x . ?uri rdf:type yago:WikicatStatesOfMexico ; dbp:timezone ?x FILTER ( ?uri != res:Utah ) },['semantic'],"{
  ""id"": ""q25"",
  ""question"": ""Which U.S. states are in the same timezone as Utah?"",
  ""sparql_wrong"": ""PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX res: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { res:Utah dbp:timezone ?x . ?uri rdf:type yago:WikicatStatesOfMexico ; dbp:timezone ?x FILTER ( ?uri != res:Utah ) }"",
  ""sparql_gold"": ""PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX res: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE {{ res:Utah dbp:timezone ?x . ?uri rdf:type yago:WikicatStatesOfTheUnitedStates ; dbp:timezone ?x FILTER ( ?uri != res:Utah ) }}"",
  ""error_types"": [""semantic""]
}"
q26,Which U.S. states possess gold minerals?,"PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type yago:WikicatStatesOfTheUnitedStates ; dbp:mineral ?mineral FILTER regex(?mineral, ""gold"", ""i"") }",semantic,"PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type yago:WikicatStatesOfTheUnitedStates ; dbp:currency ?mineral FILTER regex(?mineral, ""gold"", ""i"") }",['semantic'],"{
  ""id"": ""q26"",
  ""question"": ""Which U.S. states possess gold minerals?"",
  ""sparql_wrong"": ""PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type yago:WikicatStatesOfTheUnitedStates ; dbp:currency ?mineral FILTER regex(?mineral, \""gold\"", \""i\"") }"",
  ""sparql_gold"": ""PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE {{ ?uri rdf:type yago:WikicatStatesOfTheUnitedStates ; dbp:mineral ?mineral FILTER regex(?mineral, \""gold\"", \""i\"") }}"",
  ""error_types"": [""semantic""]
}"
q27,Who is the daughter of Ingrid Bergman married to?,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Ingrid_Bergman dbo:child ?child . ?child <http://dbpedia.org/property/spouse> ?uri },semantic,PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Ingrid_Bergman dbo:parent ?child . ?child <http://dbpedia.org/property/spouse> ?uri },['semantic'],"{
  ""id"": ""q27"",
  ""question"": ""Who is the daughter of Ingrid Bergman married to?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { res:Ingrid_Bergman dbo:parent ?child . ?child <http://dbpedia.org/property/spouse> ?uri }"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE {{ res:Ingrid_Bergman dbo:child ?child . ?child <http://dbpedia.org/property/spouse> ?uri }}"",
  ""error_types"": [""semantic""]
}"
q28,How deep is Lake Placid?,PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?n WHERE { <http://dbpedia.org/resource/Lake_Placid_(Texas)> dbo:maximumDepth ?n },structural,PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?n WHERE {{ ?n dbo:maximumDepth <http://dbpedia.org/resource/Lake_Placid_(Texas)> }},['structural'],"{
  ""id"": ""q28"",
  ""question"": ""How deep is Lake Placid?"",
  ""sparql_wrong"": ""PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?n WHERE {{ ?n dbo:maximumDepth <http://dbpedia.org/resource/Lake_Placid_(Texas)> }}"",
  ""sparql_gold"": ""PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?n WHERE {{ <http://dbpedia.org/resource/Lake_Placid_(Texas)> dbo:maximumDepth ?n }}"",
  ""error_types"": [""structural""]
}"
q29,Show me all museums in London.,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Museum> ; <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/London> },semantic,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Library> ; <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/London> },['semantic'],"{
  ""id"": ""q29"",
  ""question"": ""Show me all museums in London."",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Library> ; <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/London> }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Museum> ; <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/London> }}"",
  ""error_types"": [""semantic""]
}"
q30,Which caves have more than 3 entrances?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Cave> ; <http://dbpedia.org/property/entranceCount> ?entrance FILTER ( ?entrance > 3 ) },semantic,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Mountain> ; <http://dbpedia.org/property/entranceCount> ?entrance FILTER ( ?entrance > 3 ) },['semantic'],"{
  ""id"": ""q30"",
  ""question"": ""Which caves have more than 3 entrances?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Mountain> ; <http://dbpedia.org/property/entranceCount> ?entrance FILTER ( ?entrance > 3 ) }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Cave> ; <http://dbpedia.org/property/entranceCount> ?entrance FILTER ( ?entrance > 3 ) }}"",
  ""error_types"": [""semantic""]
}"
q31,Who is the tallest player of the Atlanta Falcons?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/team> <http://dbpedia.org/resource/Atlanta_Falcons> ; <http://dbpedia.org/ontology/height> ?h } ORDER BY DESC(?h) OFFSET 0 LIMIT 1,semantic,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/team> <http://dbpedia.org/resource/Atlanta_Falcons> ; <http://dbpedia.org/ontology/weight> ?h } ORDER BY DESC(?h) OFFSET 0 LIMIT 1,['semantic'],"{
  ""id"": ""q31"",
  ""question"": ""Who is the tallest player of the Atlanta Falcons?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/team> <http://dbpedia.org/resource/Atlanta_Falcons> ; <http://dbpedia.org/ontology/weight> ?h } ORDER BY DESC(?h) OFFSET 0 LIMIT 1"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri <http://dbpedia.org/ontology/team> <http://dbpedia.org/resource/Atlanta_Falcons> ; <http://dbpedia.org/ontology/height> ?h }} ORDER BY DESC(?h) OFFSET 0 LIMIT 1"",
  ""error_types"": [""semantic""]
}"
q32,What are the top-10 action role-playing video games according to IGN?,SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Action_role-playing_video_games> ; <http://dbpedia.org/property/ign> ?score } ORDER BY DESC(?score) LIMIT 10,semantic,SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Action_role-playing_video_games> ; <http://dbpedia.org/property/metacritic> ?score } ORDER BY DESC(?score) LIMIT 10,['semantic'],"{
  ""id"": ""q32"",
  ""question"": ""What are the top-10 action role-playing video games according to IGN?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Action_role-playing_video_games> ; <http://dbpedia.org/property/metacritic> ?score } ORDER BY DESC(?score) LIMIT 10"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Action_role-playing_video_games> ; <http://dbpedia.org/property/ign> ?score }} ORDER BY DESC(?score) LIMIT 10"",
  ""error_types"": [""semantic""]
}"
q33,Give me all writers that won the Nobel Prize in literature.,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Writer> ; <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Nobel_Prize_in_Literature> },semantic,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Artist> ; <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Nobel_Prize_in_Literature> },['semantic'],"{
  ""id"": ""q33"",
  ""question"": ""Give me all writers that won the Nobel Prize in literature."",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Artist> ; <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Nobel_Prize_in_Literature> }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Writer> ; <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Nobel_Prize_in_Literature> }}"",
  ""error_types"": [""semantic""]
}"
q34,Show me all basketball players that are higher than 2 meters.,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/BasketballPlayer> ; <http://dbpedia.org/ontology/height> ?n FILTER ( ?n > 2.0 ) },semantic,SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/BasketballPlayer> ; <http://dbpedia.org/ontology/weight> ?n FILTER ( ?n > 2.0 ) }},['semantic'],"{
  ""id"": ""q34"",
  ""question"": ""Show me all basketball players that are higher than 2 meters."",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/BasketballPlayer> ; <http://dbpedia.org/ontology/weight> ?n FILTER ( ?n > 2.0 ) }}"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/BasketballPlayer> ; <http://dbpedia.org/ontology/height> ?n FILTER ( ?n > 2.0 ) }}"",
  ""error_types"": [""semantic""]
}"
q35,When was the Statue of Liberty built?,SELECT DISTINCT ?date WHERE { <http://dbpedia.org/resource/Statue_of_Liberty> <http://dbpedia.org/property/beginningDate> ?date },semantic,SELECT DISTINCT ?date WHERE { <http://dbpedia.org/resource/Statue_of_Liberty> <http://dbpedia.org/property/height> ?date },['semantic'],"{
  ""id"": ""q35"",
  ""question"": ""When was the Statue of Liberty built?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?date WHERE { <http://dbpedia.org/resource/Statue_of_Liberty> <http://dbpedia.org/property/height> ?date }"",
  ""sparql_gold"": ""SELECT DISTINCT ?date WHERE {{ <http://dbpedia.org/resource/Statue_of_Liberty> <http://dbpedia.org/property/beginningDate> ?date }}"",
  ""error_types"": [""semantic""]
}"
q36,Which states border Illinois?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Illinois> <http://dbpedia.org/property/borderingstates> ?uri },syntax,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Illinois> <http://dbpedia.org/property/borderingstates> ?uri ,['syntax'],"{
  ""id"": ""q36"",
  ""question"": ""Which states border Illinois?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Illinois> <http://dbpedia.org/property/borderingstates> ?uri "",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Illinois> <http://dbpedia.org/property/borderingstates> ?uri }}"",
  ""error_types"": [""syntax""]
}"
q37,Who developed Minecraft?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Minecraft> <http://dbpedia.org/ontology/developer> ?uri },semantic,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Minecraft> <http://dbpedia.org/ontology/publisher> ?uri },['semantic'],"{
  ""id"": ""q37"",
  ""question"": ""Who developed Minecraft?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Minecraft> <http://dbpedia.org/ontology/publisher> ?uri }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Minecraft> <http://dbpedia.org/ontology/developer> ?uri }}"",
  ""error_types"": [""semantic""]
}"
q38,Where did Hillel Slovak die?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Hillel_Slovak> <http://dbpedia.org/ontology/deathPlace> ?uri },semantic,SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Hillel_Slovak> <http://dbpedia.org/ontology/birthPlace> ?uri }},['semantic'],"{
  ""id"": ""q38"",
  ""question"": ""Where did Hillel Slovak die?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Hillel_Slovak> <http://dbpedia.org/ontology/birthPlace> ?uri }}"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Hillel_Slovak> <http://dbpedia.org/ontology/deathPlace> ?uri }}"",
  ""error_types"": [""semantic""]
}"
q39,What movies does Jesse Eisenberg play in?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Jesse_Eisenberg> },syntax,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Jesse_Eisenberg> },['syntax'],"{
  ""id"": ""q39"",
  ""question"": ""What movies does Jesse Eisenberg play in?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Jesse_Eisenberg> }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Jesse_Eisenberg> }}"",
  ""error_types"": [""syntax""]
}"
q40,Give all swimmers that were born in Moscow.,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Swimmer> ; <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Moscow> },semantic,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Writer> ; <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Moscow> },['semantic'],"{
  ""id"": ""q40"",
  ""question"": ""Give all swimmers that were born in Moscow."",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Writer> ; <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Moscow> }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Swimmer> ; <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Moscow> }}"",
  ""error_types"": [""semantic""]
}"
q41,Give me all cosmonauts.,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Astronaut> { ?uri <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Russia> } UNION { ?uri <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Soviet_Union> } },semantic,SELECT DISTINCT ?uri WHERE { { ?uri a <http://dbpedia.org/ontology/Artist> { ?uri <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Russia> } UNION { ?uri <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Soviet_Union> } } },['semantic'],"{
  ""id"": ""q41"",
  ""question"": ""Give me all cosmonauts."",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { { ?uri a <http://dbpedia.org/ontology/Artist> { ?uri <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Russia> } UNION { ?uri <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Soviet_Union> } } }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Astronaut> {{ ?uri <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Russia> }} UNION {{ ?uri <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Soviet_Union> }} }}"",
  ""error_types"": [""semantic""]
}"
q42,Give me all Swiss non-profit organizations.,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/type> <http://dbpedia.org/resource/Nonprofit_organization> { ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Switzerland> } UNION { ?uri <http://dbpedia.org/ontology/location> ?x . ?x <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Switzerland> } },semantic,SELECT DISTINCT ?uri WHERE {{ ?uri <http://dbpedia.org/ontology/type> <http://dbpedia.org/resource/Nonprofit_organization> {{ ?uri <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Switzerland> }} UNION {{ ?uri <http://dbpedia.org/ontology/location> ?x . ?x <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Switzerland> }} }},['semantic'],"{
  ""id"": ""q42"",
  ""question"": ""Give me all Swiss non-profit organizations."",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE {{ ?uri <http://dbpedia.org/ontology/type> <http://dbpedia.org/resource/Nonprofit_organization> {{ ?uri <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Switzerland> }} UNION {{ ?uri <http://dbpedia.org/ontology/location> ?x . ?x <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Switzerland> }} }}"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri <http://dbpedia.org/ontology/type> <http://dbpedia.org/resource/Nonprofit_organization> {{ ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Switzerland> }} UNION {{ ?uri <http://dbpedia.org/ontology/location> ?x . ?x <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Switzerland> }} }}"",
  ""error_types"": [""semantic""]
}"
